x,y,z
3812,64316,154499
3527,65583,247911
7948,70802,499308
5624,20606,434555
7103,86739,698365
4976,21719,797216
3469,69085,937128
8604,82514,85032
5730,25726,483039
3337,81056,608581
2484,78013,523991
8539,96343,468534
117,34101,784589
6711,33671,981678
9288,65661,360608
3415,32000,259228
6276,11127,291897
1873,44918,51972
6074,96000,348974
3069,55931,230735
734,68437,196372
2035,62289,233160
8152,40367,360124
9890,48149,358767
2374,82749,804462
5940,7742,614390
3067,93757,544747
5915,68806,165638
6226,94409,868088
3793,435,732279
3001,74777,413528
5412,47703,800559
3947,36320,29643
8102,57923,69942
9700,81653,673178
984,30320,983082
9486,54472,904959
5034,68290,999787
3913,36236,139727
9965,32774,403601
4069,59828,491185
6716,58660,527511
9070,15226,681614
7128,72990,475431
8706,31872,512797
520,71545,172684
9513,32761,308366
1775,33000,486616
469,41592,586034
5041,82037,373278
7475,79512,123790
6419,83581,941067
2885,92608,72490
3981,39180,208661
486,75449,228876
6161,83567,810802
9345,28033,753812
5811,24257,13513
7353,68868,14404
2648,98003,322048
4672,82565,387364
994,43420,548289
2815,71904,410386
4242,15348,665648
7731,29477,337666
3289,70508,555930
2423,9527,348135
1077,31765,396430
5544,33503,825827
1008,81623,825595
4389,61257,321642
8962,52794,218333
7436,55515,531237
2084,41968,204911
8784,14943,68455
2676,66862,864698
3411,6267,471748
3219,42623,48649
6863,4159,255488
4467,47672,319587
2354,68740,314914
9753,37148,988769
6516,20218,812311
2967,37359,585982
4950,97696,388844
8832,56716,491017
4038,75034,469330
1916,32634,153621
3498,69542,231972
3684,27327,669888
6897,63296,154236
6475,46803,648554
9208,57309,653094
7931,80698,973636
6007,14127,884597
528,38027,789440
5866,93152,964156
3837,4188,686544
3596,18054,237574
7892,62352,459422
6712,46954,976834
6063,89060,721202
6309,5483,911901
8932,51148,612115
9560,49910,114700
8714,17542,302431
6375,60008,691087
9453,18193,74293
9822,40473,160924
9655,48514,516339
2611,51308,136937
9047,84376,565417
5774,39827,927806
2670,33092,23777
8794,20689,334337
8356,74825,975021
7903,5197,634300
9024,79769,955575
8365,72778,459778
5507,24583,878592
8382,82567,741372
6468,13367,583610
460,61730,18298
5998,89186,424522
6348,25227,857833
3296,378,813794
9789,62977,869562
5712,57051,314162
145,28474,205008
4945,63090,322789
1490,92137,545625
1076,80111,306382
9249,62635,264513
659,38365,845
7515,49143,687498
798,40270,311372
7852,59178,687645
3632,36571,423444
6404,96461,714442
8610,95169,435673
7930,2858,663048
7618,84260,557095
5332,30519,88541
8453,73905,713284
3291,2396,152598
7415,52757,930251
1462,89081,212932
8343,1912,704040
5401,32019,72210
2888,90648,928023
7491,33342,379656
3133,17020,558121
3068,71977,607335
5437,29995,89371
5622,1502,121404
1058,51476,876582
5441,73694,400367
7374,40031,865446
3251,90877,851773
2864,22468,23929
6396,85809,667163
4886,43052,7076
4858,18749,157589
17,50577,124536
5948,44464,598944
2,22959,615127
5776,97487,632756
5187,21945,604615
2820,97307,109408
1625,6883,268275
3737,92353,188826
4969,79766,814334
6241,85588,700352
4814,38514,463652
6647,43544,55955
4336,44485,913414
8975,57645,265035
8916,95552,454148
4803,25659,523573
409,28502,262640
3879,20958,155726
4111,22165,427704
9486,27771,721665
47,57589,963831
3942,41989,948374
4174,75463,85572
2788,81222,653415
9716,58246,872586
1259,23529,937009
472,13985,780533
4051,77992,234301
4366,8167,658741
3779,55603,486611
2684,25340,946325
3732,81240,566735
8146,4321,78562
4526,96294,358959
9272,37778,890158
8,88070,493287
3438,59845,797032
8943,13634,632613
1108,93795,300815
8511,47721,245594
616,63062,36046
7550,25679,356105
6970,23823,987488
4096,81544,403469
2860,16513,200825
3539,55438,848986
9181,92334,921089
7074,89868,729220
6216,14937,819197
8315,85826,443396
7907,50936,617631
4641,26113,149521
6507,28190,893253
3207,60960,858174
4225,37575,608380
1953,60937,245599
2838,75892,150516
7533,60551,791116
7311,47813,637059
9713,1979,937788
1692,30118,717012
7710,38829,339231
3418,40205,503771
5947,27392,998679
8258,76637,280718
5520,57357,95487
924,64182,373272
1290,20748,297262
2621,11390,641772
6003,98257,668520
8030,22353,988282
6596,39548,344606
8234,67876,324134
90,56434,789089
1732,91474,123108
2703,35492,138145
4415,18728,995385
2087,67968,659684
5202,45212,736947
7760,9605,921583
5126,27415,843327
6200,68186,2567
9926,4077,759445
5075,12581,917891
2615,87771,708314
7426,69709,113581
3724,77183,950500
8967,22832,720681
5065,82947,364501
40,90251,675232
2126,30471,581487
7394,26161,521252
5463,82938,860467
8638,97259,566448
2771,30175,545025
5101,33162,142203
3168,97015,906280
8175,41419,795861
8516,45859,144934
7132,70432,30757
4063,2601,707557
7918,66320,909403
2953,82680,35925
8673,29101,850141
72,72402,861891
1640,76920,17251
4689,47085,708719
6643,96940,6553
8428,86613,655877
7014,69392,140997
5271,71077,572686
9062,70363,31736
4471,54057,963969
9579,53904,268899
8490,30491,888921
3492,75224,53895
412,16547,475370
7874,22720,727244
7351,18535,920985
7122,92449,77481
7693,62232,674995
1350,90837,381383
5323,60850,726735
6918,61177,835563
4288,46213,476339
7978,16952,62156
3910,79046,571310
4405,92913,428848
9787,69940,606663
1880,64984,536515
1472,15467,999654
5851,6018,961461
2587,66483,594037
2983,88103,823694
2275,80846,39001
5773,58700,293704
9001,39395,783560
8946,70481,28596
1015,91810,133190
1533,24683,475129
1453,22318,122266
8884,41535,141256
3132,75310,864254
6551,57636,427967
2961,16614,643503
8451,65908,173230
7116,14528,954665
4766,7727,601293
5635,78989,279753
210,27816,826903
9079,78300,323816
1153,89324,810312
4844,66708,742397
933,7868,683658
5397,72648,730991
2976,33901,606999
1818,16837,949653
3125,45710,339667
3119,90276,961207
7986,88273,647144
4381,8152,321148
9255,83159,341941
3095,73453,226554
793,70435,506415
2904,17606,747372
6923,19394,498186
6127,41611,185330
1177,98139,823836
9531,51351,656763
9061,33866,130685
7383,46479,691728
7020,60198,198568
441,89842,187134
5928,51370,40000
1071,55489,126735
1478,27283,351405
9347,99973,246742
2771,29618,134230
186,88908,409132
4881,48909,246443
656,96885,670656
2678,97122,974150
8399,21707,908787
7877,63147,142226
2885,52853,842766
4832,32917,650535
8305,9150,752339
8359,8295,949052
7824,72805,844937
6512,2867,908604
3985,58003,887213
3272,14108,311381
3875,64532,157700
5162,28586,291421
2996,75010,985551
8800,49134,447927
8864,88905,839747
9759,32166,265991
4156,80404,647656
2780,57025,811352
1506,2337,995490
3895,44790,211337
4756,99031,578939
7411,11326,407102
1804,11585,694156
1939,32985,802993
7016,93394,843963
8355,52127,824888
4339,10529,173385
91,51709,727799
9794,15775,946284
6206,22183,418793
8162,98152,158428
2923,41085,869294
8227,85012,546668
6174,37597,189050
9072,31069,234017
5152,62194,3006
2716,97238,351322
3311,33667,304747
5957,32385,261076
1086,57108,16139
5213,35738,321333
4131,45739,246879
4355,7535,753482
7939,9429,82022
4315,53038,473704
1019,7783,819204
9140,43417,875649
9927,4310,21605
2764,42786,810571
4709,51099,102583
9934,44168,167327
9089,24559,931671
8095,93935,704352
9425,8467,309203
5915,45619,117730
5987,41313,566991
1028,1168,844946
2235,82083,209302
294,36172,459834
684,89746,243951
6159,27472,826408
9105,12481,550899
1423,21916,429703
8285,23212,846332
2429,37232,240589
5440,65092,129281
1188,78035,199377
8154,35176,989234
2005,5747,242900
2631,28263,103871
4122,16833,124343
7310,17476,881619
1111,42647,388515
7515,60549,282800
8218,39823,399613
7641,72210,304049
4402,70633,733204
9841,92798,471011
478,31838,865699
6004,55552,39134
8311,64758,277541
8216,9670,3042
1323,1553,196945
9531,71523,126236
5327,87384,983302
3060,22871,161482
3757,63185,828443
4753,1276,701034
1962,12058,524037
5567,47956,207850
2430,95090,436336
6908,35005,270399
1059,4267,806826
187,82054,703948
9292,39972,158219
362,5766,279036
8336,45496,786789
5233,96121,910760
9523,37231,746873
6625,38330,737965
4055,21068,44831
8841,75621,820269
1388,63362,271560
4576,36110,806513
1185,42548,961580
1277,85525,484122
664,89548,888714
6427,28546,169830
8120,48340,400268
153,90249,225146
2924,1754,708630
1872,3864,193360
4878,94065,768452
5546,45324,341803
4567,2004,559973
2909,64654,74435
2103,61493,492510
8058,56720,711957
69,9225,95003
6864,86781,538465
7919,84598,810470
4707,17192,330890
4852,63395,482558
2811,18302,983618
4552,8203,543363
6874,67294,899657
9943,2036,498401
8881,3171,778016
1677,29686,714566
3022,19111,682013
2916,15090,961010
6487,93240,690016
9208,14218,634599
4515,45392,530704
7301,85646,274041
1589,785,154470
3342,96333,779517
5025,98698,501458
5187,1641,930757
9972,6251,684590
936,27545,20111
3348,6274,314810
250,44538,93423
8214,37601,826416
6954,66354,812379
2093,86332,725904
5799,57087,252553
2624,17552,41889
2388,59278,179474
3962,3763,727418
3810,55374,624915
9889,71046,473664
2811,3643,923062
4868,17605,764810
6148,98572,640010
9681,6991,943583
8918,34004,317632
6732,65909,519328
361,65536,469157
2889,54520,820262
3300,98397,383433
7443,5277,323459
9637,82947,77128
2403,12599,806404
1945,84745,309861
4418,20953,922623
6366,58849,127485
6659,70215,642723
5432,50650,58922
8827,68054,557801
8448,19783,947628
4680,68012,986779
120,30201,556034
4728,43402,242254
1563,41235,671732
6577,8624,668664
2975,34455,297892
1385,55782,169043
2332,5300,326216
9227,76411,779312
2529,39220,305861
209,44786,817656
5273,16275,98049
8710,64840,268375
3907,56759,272998
2388,47884,670184
6282,20780,898564
5574,37773,593758
7379,20880,76033
2545,75001,881153
3937,16072,491924
1847,26416,676934
286,25858,901814
4370,34711,819610
7980,4351,838747
49,47359,980414
2660,5524,137962
7060,29378,274896
1261,58609,445138
3231,62141,772676
4793,2203,800980
5927,79262,167510
5857,61177,54408
4270,48677,295333
2064,97059,263437
9174,98678,846869
8900,45838,616257
8630,87243,925951
5103,57852,176914
2450,95620,273277
4136,98899,212703
8832,13991,402337
3656,97594,219501
7399,87383,650651
5589,35703,534796
2949,92079,298585
3499,35864,885717
2062,96127,255438
9811,54759,752420
9543,49142,302277
8560,2514,309514
3299,71077,619366
4430,44115,686172
3009,52528,389078
693,47535,915
105,10838,947
742,52138,283
8654,80622,238749
2506,29742,651418
5162,35145,466630
7688,23929,772506
745,6993,869667
3419,88503,603488
1900,62280,227636
3152,23301,207093
8930,99413,906292
5365,69480,372316
3079,49609,32273
9757,79689,753360
6381,12669,53126
2195,64533,450265
9020,31021,774965
4915,22533,509005
1146,79992,329649
5900,62356,484878
5908,63648,780296
570,84999,626353
2615,16956,13898
2280,37484,181809
8634,66094,54275
304,20166,637286
2722,96982,390931
4042,61469,914778
1797,75953,637509
9598,25060,648887
2278,64533,236559
5792,22806,326706
4334,57590,446158
7150,92042,783815
2178,73970,71214
8113,22569,621383
4417,15772,451660
6731,20610,487462
6676,98629,373816
9100,28511,280821
2822,75311,987271
3336,40934,65190
5030,21745,149111
7903,55815,644776
9409,16236,268891
7196,68702,54149
4157,83610,347792
9901,39136,501596
9431,99597,219338
86,56286,764782
9875,68662,12263
3163,80777,165188
3721,95937,248368
5613,56684,379544
7323,21682,968886
6765,14107,863462
7922,99084,951572
5246,25866,874500
5818,66531,798205
7073,69388,274791
3579,81039,232072
5770,66625,202240
9386,96079,569063
6089,89252,263610
527,40141,399829
9431,11935,642272
9826,36666,695298
6858,16188,787078
1822,71041,369613
2296,53760,414092
2254,8515,820192
7884,68947,376780
7437,22372,783544
6143,18957,233591
9859,28661,407822
6050,40566,9333
3990,64963,987812
3029,89155,66242
4031,42668,497622
8419,70055,594380
699,82211,220708
889,40220,767671
4334,5389,323234
9629,85679,283177
266,22037,532926
8837,94826,372116
9105,64834,453788
2124,80228,866702
6188,95646,821601
4166,48947,967623
7945,80929,135796
530,58189,613384
8053,84532,170008
7689,21862,844234
6718,97817,696515
6435,58654,127731
6363,65163,962936
6701,78746,120740
7272,54348,476081
4305,2981,820030
4842,87876,862516
8230,91045,254932
7195,50960,707760
9027,44041,471435
2696,877,717237
5776,80881,741599
3431,98209,358016
5355,98127,215222
2051,98676,790276
2764,33068,942907
881,84891,737710
2993,14701,570340
7471,88538,818074
9141,11277,345863
2089,71783,735127
207,81066,160321
2405,70770,875430
6925,62711,291983
55,22542,497329
3252,97913,936120
3107,78046,729623
3977,50844,93300
6373,40735,253175
2372,66428,225949
616,86424,55326
2271,58544,545516
3566,95957,629660
6005,15800,4436
1090,63634,21655
3196,57913,171559
2969,95826,609847
6920,90694,213116
4849,69012,47296
4387,52192,345332
9491,34369,104086
3802,82154,43183
4882,39542,463036
9348,71969,582246
3355,67794,153210
9250,36341,353384
3829,79276,913049
4753,14814,241405
1142,39223,53714
1893,48962,304284
2910,85199,120415
5176,98949,891260
1002,58358,590693
4500,59505,339010
8333,18368,725719
9329,55744,383475
4311,17337,762434
1685,22651,34109
7512,96381,692092
5701,19622,990625
1657,86393,791869
3758,67059,938149
3010,8420,913663
1355,8172,526957
6246,31821,559765
4669,61831,901546
9997,73060,567995
254,1788,525959
8090,96506,998317
4328,1355,544716
6203,3806,656587
916,43573,103524
9415,25703,587420
955,38050,334581
7888,68277,102554
6970,21755,669141
942,57237,227009
2707,12409,980384
2154,42273,830381
3362,77674,81771
5127,38500,539205
336,28927,666254
5688,58977,434248
7405,93315,1458
1697,98681,478199
4302,2235,334191
5536,86641,858003
2565,72387,472765
3635,81081,806820
4885,79174,58489
4742,66849,755594
6568,83285,489076
3401,12932,599478
9348,89541,104894
2638,32417,274202
827,4805,568124
4339,98186,493182
403,59423,311585
9739,56937,354617
339,32561,351430
9958,96040,11572
3618,80530,438608
4755,90444,60391
6883,54338,17800
5327,50086,772172
9767,35303,831001
5597,89996,303516
7109,62014,382321
3071,5189,642890
9417,3700,626651
8916,12957,667858
3574,32355,791844
288,90444,664224
2175,13759,196172
5682,36981,351290
1790,14457,536679
3133,82282,293530
5969,85265,179628
9685,50354,643447
7137,35034,330987
8311,57014,989525
4708,65142,24094
7922,81065,838316
1434,8637,97956
1384,18740,591794
918,43546,685059
8129,23558,685600
2663,34327,321264
406,72440,666815
9512,25623,277523
4074,51302,209003
1621,71003,999352
3103,76587,887288
2574,73964,108376
6673,95876,642337
613,6460,627523
2533,72489,80356
8255,4152,559364
7226,19143,481024
6495,7731,969410
4850,73486,133830
4182,48422,882598
5273,32779,694192
8961,54302,406415
7093,90526,353867
8747,56897,423006
8189,46064,642704
8956,30098,249480
5777,48957,639250
8357,42800,437926
2971,422,400889
4833,49251,739127
7948,18086,75401
9047,7461,158367
1867,50760,838134
4163,26157,797256
8521,24602,358219
3495,92328,973288
2182,28427,977286
112,20014,795371
457,51,328975
5507,22166,495031
6501,27478,742417
7379,20427,364910
3651,47858,868527
3771,91918,942060
3440,42410,443794
8184,47232,875810
2278,49608,148733
2887,74063,521205
4651,32620,466610
2088,53529,263926
5369,83279,360169
5521,6802,12483
881,30456,630929
9060,14605,792344
6457,82749,842961
2413,53826,255927
6173,75075,562721
8954,51492,102506
8352,73337,577499
2410,91266,156453
8214,95840,423221
9389,37757,284938
399,64339,652833
123,7012,91710
8440,42535,152641
4897,85820,334766
3254,34598,167101
4247,71679,219657
2394,44227,772526
4838,5381,142410
6927,19817,749933
6474,68438,783180
4393,87343,913500
8823,82875,646137
5231,99245,773063
6078,89398,481408
5305,43736,272425
2064,4603,45339
4709,98001,698544
9750,12132,420223
4972,79654,711592
4769,27016,199404
3352,71760,562946
2636,39511,656582
7776,97529,413507
568,24129,533761
6090,43457,156859
7105,51232,460636
5021,99476,544062
7594,51463,146101
9246,6269,55221
6292,64691,120871
8840,41536,957276
8816,13780,991288
4556,48512,567337
8288,93911,335084
2175,39894,798656
7493,39522,852261
7788,47879,981574
7644,74649,216618
667,7956,116885
8632,11235,366677
8050,29096,349009
6145,52516,784994
4390,77445,981872
601,58682,444333
8841,74178,311419
1008,36584,261065
3650,81675,26188
4838,29443,500236
3442,94253,143723
9727,34377,451305
9825,39091,310680
8863,88698,272994
2048,18919,321542
5060,62989,45043
6608,83161,749329
408,50829,35206
8842,31934,305509
8477,66992,468537
988,70914,753754
1315,77266,911519
8220,49215,533366
2986,51641,781113
8496,30971,281893
3565,27789,569200
7879,58243,743904
7629,15918,88308
9133,98937,28344
3876,39363,467695
3820,90693,375359
1836,41998,922901
9009,93809,156250
4422,48709,630717
4217,1755,320290
1143,20468,828156
1170,61895,343102
4589,12415,665405
5811,60355,636740
1147,96914,924944
4830,50335,927869
9713,19600,45596
6772,89263,487834
6436,95088,797797
9162,37130,600704
1045,50891,158305
6287,13177,162349
3255,7746,262460
8909,33715,998402
4024,50075,558719
3153,54266,774448
1175,62569,562201
3951,22802,978116
2308,71615,472094
283,62589,744145
8933,49674,655945
5978,64076,501465
3364,19076,545906
9620,37567,626891
2962,41783,964054
9699,28283,437892
3765,20156,909724
6291,14048,257735
4886,62625,327623
6379,42366,774819
849,42561,788022
6717,56205,819817
7153,18932,681012
2114,84200,773454
2200,59306,924987
6143,94611,197316
5584,11418,951772
6701,19813,687255
6714,73317,555765
129,933,944022
4294,77476,625212
9987,9049,811655
2049,92468,399841
5026,17148,883570
4699,49449,647644
9999,31336,889422
5147,10819,727640
1927,81066,861867
1796,72311,541267
626,66122,665780
7828,84370,662256
2582,63194,569117
9420,34146,30198
4824,10169,659270
1277,92225,152764
4092,53099,576222
1857,97170,490640
7452,74048,980376
8092,60374,786382
777,22395,88693
4819,89497,542562
9048,92309,268303
9390,89335,708252
2662,79257,256197
9493,10621,722098
7204,67801,466727
5899,62713,440226
475,90159,658122
1911,73240,481246
292,38730,450471
2706,28746,461418
5604,90783,840019
2254,89603,48039
1580,1638,539360
1803,6872,369272
4292,63850,183571
6106,90243,737089
4809,8255,116104
2308,76953,376625
8081,97032,300078
6586,50013,627834
287,24717,353693
1387,13104,180083
9593,35349,863973
9763,14974,264857
1063,43452,824216
147,2829,600947
4207,99315,471543
7612,41362,923498
670,95061,358564
8149,25901,484931
2509,87230,518334
9202,80884,669221
1388,397,189732
964,4575,989514
6916,58227,361184
1566,62288,222342
9608,67524,741788
9183,22627,444062
1048,10660,375794
4102,75040,677192
8192,83551,951793
5095,96149,748685
2645,22724,625011
2909,31642,496264
4766,41354,239563
2169,16822,47885
423,19033,447115
5201,3425,1463
6634,75576,680907
1096,11473,710538
8134,14833,443230
8308,41118,732061
6983,68610,794211
6357,63870,137678
6574,38093,665462
4684,40182,518161
7415,51141,625856
776,12839,494851
7912,13157,64690
2203,81643,199706
9699,50497,860358
5382,8737,718409
8987,31991,126083
3925,34014,398812
802,28497,929362
3174,83282,660658
2642,78284,196976
5719,99417,211486
6887,87973,958940
3518,71665,543734
9737,18711,842660
4255,44347,493829
9199,55464,81880
8003,51760,490182
4999,74981,568771
2537,3310,948573
3759,59600,174559
6299,17785,371082
8313,68520,256910
5412,69130,820397
7979,40087,870319
6278,66412,70353
3915,52655,76423
1270,38962,264443
2730,8389,47385
7223,43882,382593
7646,5975,517946
2075,74743,664662
205,20765,363341
8140,15083,148954
8215,8831,862287
3506,24493,939445
3276,51871,816101
1829,42259,21442
5765,14379,384465
9148,48651,65206
4474,28390,513108
9023,55386,342166
7810,62442,603018
4564,55800,182939
246,58144,168227
5736,72519,896940
3371,26157,96247
3154,28768,528676
2236,58467,536911
7346,49849,869762
7448,80626,579421
8233,21588,226363
2387,99592,385528
6372,2813,60971
2332,73036,116514
77,55126,109530
8213,50776,67794
483,7085,600915
1717,52402,892935
862,40534,997026
5545,40194,597730
8764,64888,359225
7536,38986,655110
8495,70741,49979
279,89363,851147
7005,4672,579238
1010,11484,694905
1313,38746,204326
6735,37859,878307
249,60818,644758
2068,25342,299521
682,92300,428382
8639,12356,157110
1785,44987,259244
6036,62874,407150
8636,34262,601120
7297,23728,183094
4198,97899,82637
9656,29968,855551
406,82404,897011
5761,10617,239610
3207,64129,937059
9042,45789,911882
8907,57607,874441
9854,74161,403418
303,4249,228210
9818,15412,650001
4719,19855,502823
4809,88615,394451
3136,19524,707873
5709,28662,38932
3298,8582,902012
1216,38747,888428
4437,77607,977484
3827,52050,845238
7361,64252,710533
2887,757,273298
2176,27228,773180
4041,56337,261037
4711,1311,563898
7751,1394,684699
9854,72837,163452
6675,60066,145990
6115,8054,713400
2531,19187,187345
1460,55696,819761
9878,51558,732687
965,59809,32061
537,91673,572228
6903,35138,991660
3902,27950,189610
9931,35147,828783
5359,55454,826411
6350,88855,510573
1674,24211,79382
5765,82898,603007
4520,69991,250398
5554,88765,906667
4945,50466,435289
9123,21866,712707
9343,60247,27686
8355,49267,987544
8175,74025,881643
1251,59842,282736
9514,90432,316829
1269,2787,46214
6674,46643,832447
9421,88055,899610
9900,2539,264971
6580,92799,303679
7525,14833,992502
9308,38547,475725
9448,10809,389071
789,8767,504556
2176,83228,276065
7052,26357,176048
95,64520,81622
5025,19745,174306
1518,18492,589515
7064,25037,543442
104,3836,401943
3769,2859,435944
853,20194,257764
4044,60160,2020
6609,43003,974871
5008,73589,284234
727,88229,933706
9845,61637,318489
1422,5448,904310
8342,42971,746366
1778,36769,500362
6823,85988,679767
379,48554,949607
9859,8477,281931
1285,99334,658224
2876,5668,984731
1012,53045,416309
1670,6594,53675
8018,78106,489906
3890,20844,936875
2989,88876,897406
7059,86377,990818
135,24777,230924
4615,3499,174463
1914,77205,448500
64,69139,428705
3024,54850,412682
231,460,189846
9480,120,248918
2594,50948,253258
6287,67191,576319
7927,83945,743973
4180,64412,753627
8222,35977,528110
964,58970,16238
7309,67793,675662
301,18028,711295
8629,15128,836258
8242,80834,440877
2375,83274,100035
8878,17070,998748
2343,88296,251589
1291,47145,44458
2522,98346,730763
972,5453,447517
264,45346,721941
5226,58791,648071
1709,19141,153317
9224,79567,286140
3382,86443,290040
9142,4068,294764
2826,17073,956047
9410,87494,533982
585,111,605062
395,38722,477864
9482,77970,776625
9620,9652,21735
9212,93587,377102
1066,69089,442563
3622,15641,704789
7519,20735,778088
5185,12984,263981
1623,29132,446199
1755,88754,961505
7619,36858,885398
1896,15935,236375
6544,38543,421483
6560,93176,578639
7846,69981,339703
3469,86783,165128
2930,39016,405648
6620,43600,116074
2789,62760,971798
6870,40999,931413
4885,48714,72257
161,49315,830295
5935,85305,180309
5089,69036,713237
4930,43447,922026
5323,54115,328669
4270,13782,561953
7088,20575,918873
3955,51677,814683
2396,76490,25067
5447,90915,682314
3759,63804,755965
2504,80111,669598
5426,2864,870146
504,38507,27454
4464,51999,156699
3466,60345,143799
1827,79730,51703
3558,85524,427659
1024,16060,377066
54,92929,127175
6219,88642,677557
3604,30653,793700
7377,64555,459983
3243,30782,446853
3090,42947,766709
4703,69719,135238
9210,61192,415150
7345,85166,368277
1488,31538,112360
2108,72754,179957
5096,16034,101511
643,60744,760955
933,41216,354268
4262,10698,127997
9451,34210,567128
4040,76410,406839
6167,45806,746062
8838,72009,307862
3915,48543,381598
2674,46395,29878
7766,39689,212549
5711,75978,294603
2585,41029,400125
41,52507,997263
3386,63176,209565
4855,73858,708950
7525,56834,171115
2064,16692,160225
7611,52728,644213
1059,24795,169487
9447,83256,276371
7823,64742,948159
3785,49742,722984
5550,88230,192646
4069,41328,703339
7296,25278,312927
2267,33191,710640
4840,20996,650622
2898,81750,471510
1230,6436,63535
1261,38459,428868
3207,30161,647722
4518,63668,71215
5296,56370,108426
2279,80456,587262
3908,25919,311933
5423,84679,562959
4798,74906,32761
2610,56339,160580
7351,16089,920535
801,90930,175605
9592,83843,261222
9557,85448,347914
9552,74229,952279
9386,93622,121540
1783,57889,256498
699,57797,548968
7417,36227,668403
524,25893,493081
8604,22907,993080
7374,25105,123581
6095,87931,481218
3701,75020,625439
3812,47271,763902
5197,25995,142632
285,66609,721840
8577,52146,988322
6297,61144,112258
4654,21370,800917
575,250,341352
4327,65098,552731
7735,40462,244979
9049,75989,650995
3578,90340,319559
2762,60319,183970
3564,28218,690912
7126,65457,320917
1093,19104,776524
7833,48106,246105
8642,85058,456405
3261,3901,380265
5361,36645,599089
1434,21231,276527
7502,19334,392949
1699,98424,439893
9435,51386,221244
2834,32946,211017
6062,56028,299825
6618,98400,116476
3048,14455,436698
2197,32525,932078
7596,53119,697441
1956,55638,162070
4798,94372,657523
3349,6098,967721
151,17082,18925
5826,97136,467316
2113,86786,716552
3467,4095,421969
4965,89616,812811
8252,25767,234518
2967,52791,69374
6375,88625,460977
3550,22568,959808
5065,70520,648152
9191,80725,456579
3100,71286,637794
2346,58233,250828
7559,28389,400978
2310,47643,705116
5197,66760,552649
4970,63190,171706
9061,87148,474148
2377,70044,213417
2873,98066,441970
2044,13708,455
7150,10629,93907
5430,27495,708571
946,81702,984290
4797,46403,604348
7064,7031,591298
8895,165,513149
6007,54382,833814
1894,31930,611654
1591,60128,468942
306,26858,50578
1950,50945,949878
6023,10016,572307
728,78771,980131
8269,55856,197035
1565,90690,16882
367,253,391987
4934,7096,662517
6802,84251,32431
5827,87379,280212
9220,94216,923124
8248,19100,323855
5581,87983,431025
857,79282,547941
2869,97736,383953
1333,62560,190646
3053,97990,700184
6957,44759,928874
2539,34232,150264
370,82400,736264
1566,78282,554196
1236,97386,119608
8744,25937,163208
6865,8998,59791
8977,69106,346115
1290,55994,618648
8755,7570,37296
4463,62326,630857
4812,30007,533617
8919,25841,153660
3190,75391,850483
1455,66065,784786
7761,29359,756743
2702,85477,622708
8902,69847,788158
4645,37904,224284
6898,53051,203152
4918,54369,88653
5470,49748,257109
7045,312,632227
5863,70370,289038
5509,79182,250024
7789,42851,122930
8615,9346,337368
7656,2069,440553
1568,29461,86692
9555,52696,758703
4970,85491,851495
7217,30939,273917
5230,66844,935570
2716,48189,232406
3619,86651,949677
1833,78924,403870
232,17653,206909
7949,2164,473903
187,59018,325903
5308,88178,580914
2921,80387,726811
9776,89985,768220
3728,39347,999239
9728,48686,687045
1749,79044,750279
8720,9940,554880
8670,8577,601796
2479,58341,913502
1579,93867,585864
8760,75295,73262
8045,56752,689334
4144,53986,72885
5557,10301,948193
2926,26934,683255
6673,8342,834933
8739,61712,869229
1688,57263,792427
7787,46199,778158
7336,56749,279042
904,87756,889219
1,34949,402725
1745,75789,932334
1979,32784,125515
3889,28072,231797
9824,12670,934157
4244,61196,274053
2134,9957,177545
8399,25020,151850
460,6743,508601
2117,455,305330
8790,92834,508515
9726,23664,216738
2474,56573,985090
5905,79736,590805
4704,95233,741282
2906,25014,528402
1807,59350,839520
3098,16860,831090
6490,34880,543394
2708,31260,928070
9665,46449,997600
3272,60743,776553
993,83223,44272
5433,92301,388414
6614,34997,657621
4172,35436,781217
8583,43508,806445
6540,27795,551260
2000,74712,484340
5451,33054,492825
4059,30918,696034
4599,69940,510202
2401,45457,357214
9075,76671,24154
8877,21254,344593
3576,50584,224216
1495,51382,337859
1555,84174,967406
2806,91135,732079
7194,20787,527157
5240,45758,88977
2108,25989,587992
4011,27237,863265
6931,99546,755493
786,72764,967480
7056,64552,401468
5713,52792,996366
8112,70881,150100
4931,23891,750145
3813,33327,372885
9881,82473,81185
9569,2041,997659
8864,33386,912946
9056,87622,278337
9360,38004,472119
6164,30237,23978
3075,18209,26210
559,2059,321147
4978,32811,855945
4502,25695,158674
8614,38622,952517
6580,11859,535438
6302,74324,64000
4948,30197,952425
3436,91810,879996
1309,3570,568333
1425,80973,116362
7767,19394,780197
8260,20195,172753
4193,25124,208765
5119,37780,830905
1019,78207,3087
9955,50933,919547
749,6912,8471
4072,94219,356759
4774,79163,672708
8579,27751,329905
566,51809,759584
8029,11169,239503
5231,95236,511775
934,56715,733391
8696,8525,87620
8257,30936,141048
2255,80718,420767
4417,19208,91177
4800,12708,179611
8071,32048,970037
9906,32935,443945
4969,94190,98524
9515,8759,893271
6549,51012,982720
1032,69878,897052
49,75008,41235
9294,9754,629819
2446,97462,517334
438,57178,302057
6663,13671,964855
2595,48738,619175
1743,65406,444518
